link_id , on_street , longitude , latitude
120351 , BRADDOCK DR , -118.415735 , 33.992906
91900 , VALERIE AV , -118.655594 , 34.178493
112194 , 108TH ST , -118.274521 , 33.938451
60622 , BURBANK BL , -118.397125 , 34.172286
110753 , 48TH ST , -118.28815 , 33.999962
111427 , FIGUEROA ST , -118.283674 , 33.9599
112273 , FIGUEROA ST , -118.283795 , 33.931059
100926 , NORDHOFF ST , -118.524533 , 34.235762
102166 , CANOGA AV ROSCOE BL , -118.597977 , 34.219968
100413 , SHERMAN WY , -118.380035 , 34.201624
120353 , BRADDOCK DR , -118.409243 , 34.000496
102165 , CANOGA AV ROSCOE BL , -118.598469 , 34.220217
112270 , FIGUEROA ST , -118.283496 , 33.930814
51378 , PICO BL , -118.289772 , 34.04744
131142 , ADAMS BL , -118.251397 , 34.016779
100705 , PLUMMER ST , -118.549807 , 34.242896
27184-2-2 , Firestone Blvd , -118.10303 , 33.92432
60495 , OXNARD ST , -118.466783 , 34.179532
91827 , TAMPA AV , -118.554067 , 34.172741
20776 , BROADWAY , -118.258458 , 34.040863
90357 , VALLEY CIRCLE BL BET HARTLAND ST , -118.657365 , 34.198811
130327 , 12TH ST , -118.265182 , 34.041151
110755 , 51ST ST , -118.288049 , 33.996338
102159 , CANOGA AV SATICOY ST , -118.598678 , 34.208383
60811 , COLDWATER CANYON AV , -118.414436 , 34.15719
112267 , FIGUEROA ST , -118.283199 , 33.931155
101147 , RESEDA BL , -118.53708 , 34.241344
120355 , BRADDOCK DR , -118.409609 , 34.000514
111481 , GARDENA BL , -118.287635 , 33.881874
51874 , QUEENSLAND ST , -118.426944 , 34.024011
102158 , CANOGA AV SATICOY ST , -118.598455 , 34.208213
140084 , AVENUE 20 PASADENA AV , -118.221886 , 34.074099
12621 , 36TH ST , -118.33611 , 34.024404
110757 , 51ST ST , -118.288152 , 33.996756
120356 , BRADDOCK DR , -118.409725 , 34.000984
112264 , HOOVER ST , -118.287988 , 33.931362
131334 , SAN PEDRO ST , -118.270282 , 34.00401
150127 , BALBOA BL , -118.503056 , 34.2768
102153 , CANOGA AV SATICOY ST , -118.598129 , 34.208476
12623 , 30TH ST , -118.284912 , 34.02776
51524 , OVERLAND AV , -118.412817 , 34.024663
120359 , CENTINELA AV MARINA FWY W/B RAMPS , -118.415572 , 33.986608
101145 , RESEDA BL , -118.536975 , 34.24091
91826 , VANALDEN AV VENTURA BL , -118.550765 , 34.172672
60333 , LANKERSHIM BL , -118.361853 , 34.140752
102148 , CANOGA AV SATICOY ST , -118.598517 , 34.208721
112262 , HOOVER ST , -118.2882 , 33.931048
100799 , PRAIRIE ST , -118.536643 , 34.239291
131143 , ADAMS BL , -118.250905 , 34.016962
110759 , 54TH ST , -118.28804 , 33.993132
80652 , 3RD ST , -118.262931 , 34.058507
130131 , 9TH ST , -118.261161 , 34.045455
102147 , CANOGA AV PARTHENIA ST , -118.598151 , 34.228311
120361 , CENTINELA AV MARINA FWY W/B RAMPS , -118.415447 , 33.986052
102144 , CANOGA AV PARTHENIA ST , -118.598485 , 34.228609
100707 , PLUMMER ST , -118.550395 , 34.242799
112260 , HOOVER ST , -118.287879 , 33.930835
60657 , BURBANK BL , -118.362213 , 34.172299
111178 , NORMANDIE AV , -118.300455 , 33.842066
9255/1/2 , Rosemead Blvd , -118.09394 , 33.987485
51872 , QUEENSLAND ST , -118.426634 , 34.023775
110762 , 54TH ST , -118.28815 , 33.993588
20510 , 7TH ST , -118.26091 , 34.049333
20779 , BROADWAY , -118.258513 , 34.041097
120364 , CENTINELA AV MARINA FWY W/B RAMPS , -118.416182 , 33.986501
12624 , VERNON AV , -118.310024 , 34.003835
80603 , VERMONT AV , -118.292679 , 34.062245
120366 , CENTINELA AV , -118.414132 , 33.984937
12625 , DENKER AV , -118.30542 , 34.025689
111587 , FIGUEROA ST , -118.283175 , 33.882011
102139 , CANOGA AV PARTHENIA ST , -118.598719 , 34.22826
51493 , CASTLE HEIGHTS AV , -118.400473 , 34.031541
91369 , DEVONSHIRE ST , -118.567799 , 34.257304
71204 , ROSEWOOD AV , -118.328167 , 34.078843
110763 , 54TH ST , -118.288346 , 33.993312
91806 , RESEDA BL , -118.537354 , 34.276416
101139 , HAYVENHURST AV , -118.493137 , 34.221719
102138 , CANOGA AV PARTHENIA ST , -118.598485 , 34.228104
131336 , BONNIE BRAE ST , -118.278143 , 34.050685
11226 , COLISEUM ST , -118.346644 , 34.017478
131144 , AVALON BL JEFFERSON BL , -118.265789 , 34.015319
51379 , PICO BL , -118.290307 , 34.047342
60498 , OXNARD ST , -118.467042 , 34.179245
20780 , MAIN ST , -118.25744 , 34.040766
120369 , CENTINELA AV , -118.41486 , 33.985021
60782 , RIVERSIDE DR , -118.432402 , 34.157664
91805 , RESEDA BL , -118.537757 , 34.276062
11134 , CRENSHAW BL , -118.335997 , 34.025456
20951 , 7TH ST , -118.25958 , 34.049022
110764 , 54TH ST , -118.287751 , 33.993413
112258 , HOOVER ST , -118.287628 , 33.931147
140376 , 1ST ST , -118.210598 , 34.044144
102135 , CHASE ST , -118.55451 , 34.22498
61798 , BELLAIRE AV , -118.410122 , 34.179571
543-6-2 , Pacific Coast Hwy , -118.843414 , 34.03075
20783 , MAIN ST , -118.257404 , 34.040388
51622 , BUNDY DR , -118.445614 , 34.020222
120371 , CENTINELA AV , -118.415006 , 33.985543
51870 , GLENDON AV , -118.415011 , 34.023368
51559 , 3RD AV , -118.321162 , 34.039956
12627 , DENKER AV , -118.305962 , 34.025594
110765 , 59TH PL 60TH ST , -118.287953 , 33.985434
112255 , IMPERIAL HWY , -118.292224 , 33.931135
102133 , CHASE ST , -118.554404 , 34.224539
20520 , 4TH ST , -118.25712 , 34.053729
140083 , AVENUE 20 PASADENA AV , -118.221817 , 34.074486
101138 , HAYVENHURST AV , -118.493447 , 34.221352
102131 , PARTHENIA ST , -118.554773 , 34.228295
20549 , 7TH ST , -118.254155 , 34.045535
60157 , VENTURA BL , -118.519803 , 34.162609
120374 , ALLA RD CONCERT PARK DR , -118.424949 , 33.975082
80495 , 3RD ST , -118.294127 , 34.069108
21563 , PICO BL , -118.259123 , 34.035464
70144 , 3RD ST , -118.34516 , 34.068965
130133 , 9TH ST , -118.260554 , 34.04466
110768 , 59TH PL 60TH ST , -118.288057 , 33.986297
102129 , PARTHENIA ST , -118.554118 , 34.228387
131145 , AVALON BL JEFFERSON BL , -118.266531 , 34.015517
112254 , IMPERIAL HWY , -118.292863 , 33.931351
120379 , ALLA RD CONCERT PARK DR , -118.425017 , 33.974528
102122 , PARTHENIA ST , -118.554552 , 34.228661
12630 , 36TH PL , -118.309805 , 34.021792
110770 , GAGE AV , -118.287067 , 33.982509
112248 , IMPERIAL HWY , -118.293165 , 33.93104
100922 , PRAIRIE ST , -118.524219 , 34.239404
91803 , RESEDA BL , -118.537343 , 34.275853
51868 , GLENDON AV , -118.41464 , 34.023672
91410 , DEVONSHIRE ST , -118.545835 , 34.257642
102121 , BUSINESS CENTER DR , -118.554439 , 34.230887
101133 , HAYVENHURST AV , -118.492714 , 34.221453
70122 , 3RD ST , -118.377411 , 34.073242
100709 , NORDHOFF ST , -118.549795 , 34.235612
120381 , BEETHOVEN ST , -118.421721 , 33.976466
80542 , 7TH ST , -118.277902 , 34.056271
112244 , IMPERIAL HWY , -118.292492 , 33.930799
102117 , BUSINESS CENTER DR , -118.554552 , 34.231382
120382 , ALLA RD CONCERT PARK DR , -118.425512 , 33.974592
71047 , 6TH ST , -118.359929 , 34.065022
21020 , JUDGE JOHN AISO ST , -118.240871 , 34.052696
102114 , PARTHENIA ST , -118.559091 , 34.22829
52135 , ASHBY AV , -118.423156 , 34.038416
131150 , CENTRAL AV , -118.257785 , 33.989396
110771 , GAGE AV , -118.287977 , 33.982018
543-5-2 , Pacific Coast Hwy , -118.828159 , 34.020304
130325 , 12TH ST , -118.265605 , 34.041059
120389 , BEETHOVEN ST , -118.42221 , 33.97602
90416 , OWENSMOUTH AV , -118.60243 , 34.187564
61758 , ERWIN ST , -118.397543 , 34.183394
71228 , MELROSE AV , -118.358091 , 34.083874
102112 , PARTHENIA ST , -118.558544 , 34.228377
12631 , 36TH PL , -118.309921 , 34.022198
112243 , 111TH ST , -118.239937 , 33.934204
90360 , VALLEY CIRCLE BL BET HARTLAND ST , -118.657345 , 34.198026
60623 , BURBANK BL , -118.397398 , 34.171984
120392 , ALLA RD CONCERT PARK DR , -118.42552 , 33.975153
130232 , 11TH ST , -118.275985 , 34.04804
102109 , CHASE ST , -118.563293 , 34.224982
131154 , CENTRAL AV , -118.256997 , 33.98945
110773 , GAGE AV , -118.288278 , 33.982158
111506 , 179TH ST , -118.300048 , 33.867948
51866 , MILITARY AV , -118.426483 , 34.028654
110821 , 4TH AV , -118.322497 , 33.993255
130181 , FIGUEROA ST , -118.264529 , 34.044962
112242 , 111TH ST , -118.240044 , 33.934634
101132 , HAYVENHURST AV , -118.494867 , 34.228851
60499 , OXNARD ST , -118.467333 , 34.179429
51381 , BEDFORD ST , -118.381047 , 34.059512
30818 , CAMROSE DR HIGHLAND AV , -118.338144 , 34.108083
120396 , JEFFERSON BL , -118.40074 , 33.987953
102108 , CHASE ST , -118.563188 , 34.224556
91801 , RESEDA BL , -118.537036 , 34.276197
12633 , 39TH ST , -118.309809 , 34.01452
110775 , GAGE AV , -118.288079 , 33.982572
11147 , 7TH AV , -118.32578 , 34.025938
102106 , CORBIN AV , -118.563476 , 34.228297
52066 , VINEYARD AV , -118.340901 , 34.039896
120401 , JEFFERSON BL , -118.414475 , 33.979554
112241 , 111TH ST , -118.247315 , 33.935147
102104 , CORBIN AV , -118.56319 , 34.228145
12636 , 39TH ST , -118.309915 , 34.014936
120404 , CAMPUS CENTER DR CENTINELA AV , -118.409726 , 33.981702
91772 , RESEDA BL , -118.537201 , 34.275117
110777 , HOOVER ST , -118.287756 , 33.989293
12638 , 42ND ST , -118.309938 , 34.007589
20785 , MAIN ST , -118.257799 , 34.040412
61727 , BLAKESLEE AVE , -118.373011 , 34.165041
102102 , CORBIN AV , -118.562859 , 34.228383
92212 , LASSEN ST , -118.593622 , 34.25013
112240 , 111TH ST , -118.247206 , 33.934702
111152 , 220TH ST , -118.300106 , 33.827996
100058 , SATICOY ST , -118.43145 , 34.20961
131155 , CENTRAL AV , -118.257408 , 33.989117
90636 , CHATSWORTH ST , -118.564038 , 34.264184
27184-2-3 , Firestone Blvd , -118.10303 , 33.92432
10071 , 23RD ST HILL ST , -118.270027 , 34.028513
1204295 , 5 , -117.64287 , 33.452409
811389 , 91 , -117.503357 , 33.893035
821710 , 15 , -117.450438 , 34.260377
811108 , 15 , -117.550603 , 34.032211
773761 , I-605 , -117.997875 , 34.080808
814357 , 91 , -117.597522 , 33.880975
814351 , 91 , -117.597554 , 33.881199
764236 , I-5 , -118.098074 , 33.943568
811121 , 15 , -117.549437 , 33.954532
15175-S , KESTER AV , -118.457504 , 34.201546
4016-N , 74TH ST , -118.379547 , 33.970356
8037-S , HYPERION AV , -118.273788 , 34.099258
9295-S , DE SOTO AV , -118.588623 , 34.242985
11068-E , CARSON ST , -118.299507 , 33.831497
8100-E , COMMONWEALTH AV , -118.285378 , 34.105362
14342-S , AVENUE 40 EAGLE ROCK BL , -118.2286 , 34.120365
12182-E , BURLINGAME AV , -118.491653 , 34.056984
10244-N , RESEDA BL , -118.535995 , 34.204594
12073-E , INGLEWOOD BL , -118.429047 , 34.006008
5241-E , OLYMPIC BL , -118.220139 , 34.024349
11131-E , 54TH ST , -118.335693 , 33.993031
7346-N , 6TH ST , -118.300316 , 34.06332
8389-W , 3RD ST , -118.291275 , 34.069099
9295-W , DE SOTO AV , -118.588226 , 34.242764
6065-W , HAZELTINE AV , -118.439148 , 34.149384
2196-S , HILL ST BET BERNARD ST , -118.237946 , 34.06609
3129-E , GENESEE AV HOLLYWOOD BL , -118.358498 , 34.101627
11272-W , FLORENCE AV , -118.299973 , 33.974632
5165-N , SAN VICENTE BL VENICE BL , -118.337067 , 34.046738
8256-E , BIXEL ST , -118.263695 , 34.052433
11329-N , BROADWAY , -118.278084 , 33.945286
14230-E , ALICE ST , -118.228188 , 34.095352
1122-W , MAPLE AV , -118.26104 , 34.029469
4080-E , CENTURY BL , -118.381844 , 33.94537
11045-S , COMPTON AV , -118.246338 , 33.92976
3204-S , SANTA MONICA BL , -118.326668 , 34.090858
11045-N , COMPTON AV , -118.246223 , 33.929214
11329-E , BROADWAY , -118.278679 , 33.945499
14034-W , AVENUE 20 , -118.219894 , 34.072792
17037-W , 9TH ST , -118.294243 , 33.736099
6292-W , LAUREL CANYON BL , -118.395233 , 34.144894
17037-E , 9TH ST , -118.294769 , 33.736012
5032-E , ELDEN AV , -118.287849 , 34.052383
8256-N , BIXEL ST , -118.263458 , 34.051991
15141-S , FILMORE ST LASSEN ST , -118.450836 , 34.250854
3106-N , CAHUENGA BL , -118.330208 , 34.105019
5165-S , SAN VICENTE BL VENICE BL , -118.337013 , 34.047356
4123-S , BERGREEN PL , -118.478691 , 34.125313
1168-W , BROADWAY , -118.277992 , 33.989227
12182-W , BURLINGAME AV , -118.49102 , 34.05661
12008-E , ADMIRALTY WY , -118.443771 , 33.983231
11143-E , 92ND ST , -118.287209 , 33.952763
15077-N , PARTHENIA ST , -118.467606 , 34.227982
9076-E , VALLEY CIRCLE BL , -118.656181 , 34.184677
6292-S , LAUREL CANYON BL , -118.395889 , 34.145088
5165-W , SAN VICENTE BL VENICE BL , -118.336746 , 34.04715
1122-S , MAPLE AV , -118.261185 , 34.029762
4080-W , CENTURY BL , -118.381287 , 33.945633
8233-W , 6TH ST , -118.269516 , 34.057209
11272-N , FLORENCE AV , -118.30024 , 33.9743
11143-S , 92ND ST , -118.287041 , 33.953007
4123-N , BERGREEN PL , -118.478424 , 34.124878
4134-N , SAN DIEGO FWY S/B RAMPS , -118.482559 , 34.117786
14022-E , ALHAMBRA AV , -118.16626 , 34.078339
9209-N , DUMETZ RD , -118.605759 , 34.156639
1168-S , BROADWAY , -118.278351 , 33.989368
8037-N , HYPERION AV , -118.274063 , 34.098698
8354-E , BENTON WY , -118.270607 , 34.0807
5079-S , PICO BL , -118.340057 , 34.048584
2099-S , LOS ANGELES ST , -118.246834 , 34.046883
4330-S , HILGARD AV , -118.439476 , 34.066845
8123-E , 1ST ST , -118.288277 , 34.073418
4267-N , COLBY AV , -118.452728 , 34.044918
15042-W , CHATSWORTH ST , -118.466843 , 34.264599
17004-S , CHANNEL ST , -118.292328 , 33.754143
9219-E , CHATSWORTH ST , -118.521965 , 34.264851
4387-E , WORLD WY (UPPER LEVEL) , -118.408165 , 33.943314
4210-W , HILGARD AV , -118.44075 , 34.064083
7070-E , 3RD ST HAUSER BL , -118.351364 , 34.069931
1362-W , CRENSHAW BL , -118.33477 , 34.010971
2161-N , BROADWAY , -118.261269 , 34.036877
8101-S , FINLEY AV , -118.291855 , 34.107948
3116-E , FRANKLIN AV , -118.344093 , 34.104076
4267-S , COLBY AV , -118.453255 , 34.04528
7070-W , 3RD ST HAUSER BL , -118.35083 , 34.069916
8354-W , BENTON WY , -118.270142 , 34.080349
6041-W , VENTURA BL , -118.518242 , 34.162373
10111-W , LA TUNA CANYON RD , -118.353554 , 34.234138
9010-E , DON PIO DR , -118.604027 , 34.168407
15208-W , PALA AV , -118.419098 , 34.26836
4256-S , MASSACHUSETTS AV , -118.442314 , 34.051346
11143-N , 92ND ST , -118.286926 , 33.952602
17158-N , DRONFIELD AV , -118.443939 , 34.312672
9175-W , DEVONSHIRE ST , -118.55983 , 34.257294
15175-N , KESTER AV , -118.457405 , 34.200798
8221-E , HOOVER ST , -118.284691 , 34.076679
14155-N , 8TH ST , -118.207062 , 34.022392
7369-E , ALEXANDRIA AV , -118.298149 , 34.061718
4027-E , LA TIJERA BL , -118.391907 , 33.959755
5253-S , 15TH ST , -118.244026 , 34.025131
13236-S , 57TH ST , -118.273994 , 33.99094
8220-N , LOCKWOOD AV , -118.291679 , 34.088444
6185-S , BURBANK BL , -118.405327 , 34.172413
17090-N , ANAHEIM ST , -118.26236 , 33.77964
8341-E , BEAUDRY AV , -118.249413 , 34.065548
8003-W , FERN DELL DR , -118.307419 , 34.108215
17004-E , CHANNEL ST , -118.292816 , 33.753784
10256-W , SATICOY ST , -118.540169 , 34.208416
9066-S , ERWIN ST , -118.614655 , 34.183071
8100-W , COMMONWEALTH AV , -118.28492 , 34.105457
6185-E , BURBANK BL , -118.405426 , 34.172077
2219-N , 3RD ST 4TH PL , -118.238083 , 34.045227
17158-S , DRONFIELD AV , -118.443573 , 34.313122
10278-N , CORBIN AV , -118.562241 , 34.228035
14155-S , 8TH ST , -118.206886 , 34.022839
2196-N , HILL ST BET BERNARD ST , -118.238075 , 34.065594
5303-W , NATIONAL BL , -118.41494 , 34.030926
10025-N , FULTON AV , -118.42247 , 34.193752
2186-W , HOOPER AV LONG BEACH AV , -118.240593 , 34.029049
9175-E , DEVONSHIRE ST , -118.560379 , 34.257202
1069-E , 30TH ST , -118.273018 , 34.022778
8220-S , LOCKWOOD AV , -118.291794 , 34.088997
12172-S , CASTELLAMMARE DR , -118.554939 , 34.039742
5199-E , GRAMERCY PL , -118.313477 , 34.039864
10145-S , LASSEN ST , -118.53614 , 34.250355
4045-S , MANCHESTER AV , -118.442665 , 33.95665
15208-E , PALA AV , -118.419495 , 34.267948
2054-S , 4TH ST , -118.251328 , 34.05114
3180-W , SUNSET BL , -118.315498 , 34.098099
4233-W , COMSTOCK AV , -118.42514 , 34.068062
6349-S , COLFAX AV , -118.387833 , 34.165943
10168-W , NORDHOFF ST , -118.522774 , 34.235764
4100-N , GLENN ANDERSON FWY RAMPS , -118.374947 , 33.930614
13148-S , 34TH ST , -118.256569 , 34.013
7356-N , CRENSHAW BL , -118.319283 , 34.061462
3193-W , FOUNTAIN AV , -118.313316 , 34.09478
13015-E , ALVARADO ST , -118.279236 , 34.05352
10280-S , CHASE ST , -118.553558 , 34.224869
13103-S , 23RD ST FIGUEROA WY , -118.275002 , 34.031479
1069-N , 30TH ST , -118.272873 , 34.02264
8353-W , CORONADO ST , -118.268677 , 34.079407
2076-S , 6TH ST , -118.251884 , 34.046837
5045-E , LA BREA AV , -118.344513 , 34.050156
13148-N , 34TH ST , -118.256454 , 34.012508
8379-E , 1ST ST , -118.287094 , 34.073421
17233-S , 11TH ST , -118.292412 , 33.734612
4210-N , HILGARD AV , -118.441109 , 34.063808
3181-W , SUNSET BL , -118.313309 , 34.098129
9251-E , ROSCOE BL , -118.632515 , 34.219223
4027-N , LA TIJERA BL , -118.391617 , 33.959621
4100-E , GLENN ANDERSON FWY RAMPS , -118.375473 , 33.930786
10303-W , SATICOY ST , -118.592522 , 34.20837
11188-E , 120TH ST , -118.287094 , 33.92366
4210-E , HILGARD AV , -118.441345 , 34.064098
10243-S , RESEDA BL , -118.536102 , 34.203236
1049-N , HILL ST BET 21ST ST , -118.267319 , 34.030994
10168-N , NORDHOFF ST , -118.523079 , 34.235352
12172-E , CASTELLAMMARE DR , -118.554764 , 34.039345
6157-N , HOLLYWOOD FWY N/B OFF-RAMP , -118.393288 , 34.179043
8024-N , FRANKLIN AV , -118.287369 , 34.105175
2054-E , 4TH ST , -118.251678 , 34.050968
5171-W , VENICE BL , -118.314201 , 34.043602
6185-W , BURBANK BL , -118.404945 , 34.172176
11165-S , 104TH ST , -118.273949 , 33.942139
11165-N , 104TH ST , -118.273827 , 33.941746
8376-E , 1ST ST , -118.253448 , 34.058571
5240-W , BOYLE AV , -118.220825 , 34.024754
4178-S , OLYMPIC BL , -118.438095 , 34.040417
10302-N , DE SOTO AV , -118.588432 , 34.211773
6047-E , PETIT AV , -118.496315 , 34.158077
9251-N , ROSCOE BL , -118.632149 , 34.218987
14153-N , BESWICK ST , -118.203514 , 34.023659
8016-S , GLENDALE BL LAKEWOOD AV , -118.263565 , 34.10751
3202-W , COLE AV , -118.329613 , 34.090786
9250-W , ROSCOE BL , -118.645935 , 34.219242
8221-W , HOOVER ST , -118.283966 , 34.07658
6052-E , GAVIOTA AV , -118.481697 , 34.156029
8379-W , 1ST ST , -118.286461 , 34.073524
5120-N , 18TH ST , -118.376778 , 34.044292
1049-S , HILL ST BET 21ST ST , -118.267311 , 34.031216
11278-W , 8TH AV , -118.32621 , 33.974602
6157-E , HOLLYWOOD FWY N/B OFF-RAMP , -118.393539 , 34.179367
13015-N , ALVARADO ST , -118.278877 , 34.053139
1034-E , LOS ANGELES ST , -118.263786 , 34.030495
5170-E , ARLINGTON AV , -118.31797 , 34.043518
6086-S , CAHUENGA BL WEST LANKERSHIM BL , -118.363167 , 34.137455
11130-E , 10TH AV , -118.328308 , 33.993092
8125-E , LAVETA TERR , -118.259438 , 34.067802
6086-N , CAHUENGA BL WEST LANKERSHIM BL , -118.363457 , 34.136944
14035-S , GOLDEN STATE FWY S/B RAMPS , -118.219841 , 34.073368
3181-E , SUNSET BL , -118.313866 , 34.09803
13080-E , GRAND AV , -118.26664 , 34.035812
3180-S , SUNSET BL , -118.315834 , 34.098316
4178-E , OLYMPIC BL , -118.438126 , 34.040089
9089-N , DE SOTO AV VICTORY BL , -118.588341 , 34.188068
6315-N , LAUREL CANYON BL LAUREL TERRACE DR , -118.392784 , 34.137032
9089-S , DE SOTO AV VICTORY BL , -118.588486 , 34.188843
15332-W , BEACHY AV , -118.422836 , 34.233955
5079-E , PICO BL , -118.339798 , 34.04837
12381-S , KIRKWOOD DR , -118.370049 , 34.109161
6086-E , CAHUENGA BL WEST LANKERSHIM BL , -118.363487 , 34.137291
13027-S , OLYMPIC BL , -118.274063 , 34.049461
3181-S , SUNSET BL , -118.31366 , 34.098217
5240-E , BOYLE AV , -118.221458 , 34.024925
14251-S , AVENUE 51 , -118.201981 , 34.107132
14035-W , GOLDEN STATE FWY S/B RAMPS , -118.219322 , 34.073055
10292-N , CANOGA AV , -118.597458 , 34.215401
10025-E , FULTON AV , -118.422791 , 34.193893
5170-N , ARLINGTON AV , -118.317673 , 34.043301
15261-E , FOOTHILL BL , -118.469849 , 34.322918
11156-E , CENTURY BL , -118.274178 , 33.945511
14194-N , MISSION RD , -118.212822 , 34.061623
4267-E , COLBY AV , -118.453186 , 34.044956
2219-W , 3RD ST 4TH PL , -118.237778 , 34.045475
4044-E , FALMOUTH AV , -118.437546 , 33.958546
11156-N , CENTURY BL , -118.273834 , 33.94529
8349-E , PARK AV , -118.261909 , 34.077843
10292-S , CANOGA AV , -118.597557 , 34.215836
6229-E , MAGNOLIA BL , -118.379158 , 34.164902
11255-W , DENKER AV , -118.30439 , 33.960037
14251-W , AVENUE 51 , -118.201088 , 34.107052
9089-E , DE SOTO AV VICTORY BL , -118.588791 , 34.188313
11122-E , 4TH AV , -118.32177 , 33.989037
5281-W , ADAMS BL , -118.342552 , 34.032608
1159-N , 42ND ST , -118.278313 , 34.007248
13175-N , 49TH ST , -118.265182 , 33.998455
11156-S , CENTURY BL , -118.273941 , 33.945862
9081-E , SALE AV , -118.619255 , 34.186405
7236-E , COURTYARD PL , -118.354095 , 34.062378
5170-W , ARLINGTON AV , -118.317467 , 34.043602
15261-N , FOOTHILL BL , -118.469193 , 34.322727
11055-S , 182ND ST ALBERTONI ST , -118.281708 , 33.870564
17038-E , 9TH ST , -118.292618 , 33.736004
9274-N , PRAIRIE ST , -118.571014 , 34.238968
2076-N , 6TH ST , -118.25206 , 34.046501
9131-N , RINALDI ST , -118.519554 , 34.279121
13027-N , OLYMPIC BL , -118.274292 , 34.04892
8341-N , BEAUDRY AV , -118.249451 , 34.064949
7392-W , CATALINA ST , -118.295013 , 34.055977
17113-E , BELLE PORTE AV , -118.301422 , 33.789394
10270-S , CHASE ST , -118.58857 , 34.224842
4331-W , CHARLES E YOUNG DR WEST , -118.448097 , 34.068768
2211-W , CESAR E CHAVEZ AV , -118.243652 , 34.060452
15017-W , RINALDI ST , -118.469948 , 34.279137
8004-E , LOS FELIZ BL , -118.302353 , 34.109119
17030-N , 7TH ST , -118.292297 , 33.737602
4166-N , BARRINGTON PL , -118.470055 , 34.066551
15006-E , BALBOA BL LISETTE ST , -118.501411 , 34.303577
14251-E , AVENUE 51 , -118.202156 , 34.106411
9224-N , VALLEY CIRCLE BL , -118.656784 , 34.194748
7297-S , BEVERLY BL , -118.309204 , 34.076385
12151-W , ADMIRALTY WAY , -118.452057 , 33.985252
10157-E , ETIWANDA AV , -118.532074 , 34.22073
13147-S , CENTRAL AV JEFFERSON BL , -118.256554 , 34.011898
11122-W , 4TH AV , -118.321236 , 33.98914
1211-N , 79TH ST , -118.282661 , 33.967644
4299-S , CENTURY PARK EAST , -118.406502 , 34.05275
5298-S , ASHBY AV EXPOSITION BL , -118.426453 , 34.037525
10048-S , KESWICK ST , -118.396553 , 34.210533
1351-W , COLISEUM ST , -118.345695 , 34.017368
7297-E , BEVERLY BL , -118.309441 , 34.076206
5308-E , HAUSER BL , -118.365486 , 34.025944
15007-E , BALBOA BL COLVEN RD , -118.503067 , 34.298935
17159-N , FOOTHILL BL , -118.440994 , 34.315289
8113-S , ALVARADO ST , -118.264725 , 34.075672
7378-E , 8TH ST , -118.314537 , 34.058006
17216-S , COMMERCE AV , -118.288696 , 34.248993
8326-E , GLENDALE BL , -118.261253 , 34.068176
8269-W , LAFAYETTE PARK PL , -118.282906 , 34.06123
5177-E , VENICE BL , -118.291885 , 34.044209
6025-S , BURBANK BL , -118.509903 , 34.172501
4032-E , GEORGETOWN AV , -118.413902 , 33.959675
11255-E , DENKER AV , -118.304794 , 33.959934
7392-E , CATALINA ST , -118.29567 , 34.055874
1211-S , 79TH ST , -118.282776 , 33.967941
6051-N , VENTURA BL , -118.483589 , 34.156094
10341-E , INDEPENDENCE AV , -118.590942 , 34.200935
7370-W , CATALINA ST , -118.295113 , 34.06181
1087-W , EXPOSITION BL , -118.288704 , 34.018379
6184-W , BELLAIRE AV , -118.409164 , 34.17218
17216-N , COMMERCE AV , -118.288422 , 34.248241
14309-W , ARGUS DR , -118.205673 , 34.139469
11144-S , 90TH ST , -118.273933 , 33.955009
13147-N , CENTRAL AV JEFFERSON BL , -118.256439 , 34.010647
12381-N , KIRKWOOD DR , -118.369011 , 34.108627
17118-E , ALAMEDA ST , -118.24588 , 33.78083
7245-N , LA BREA AV , -118.344063 , 34.061977
9285-N , MERRIDY ST , -118.553513 , 34.251911
1344-S , CRENSHAW BL , -118.335167 , 34.021812
2163-E , LOS ANGELES ST , -118.259605 , 34.035828
17107-W , HARBOR FWY S/B RAMPS , -118.282059 , 33.790619
17091-W , FRIES AV , -118.26403 , 33.771225
9021-S , CLARK ST , -118.570992 , 34.173462
15128-N , CHATSWORTH DR , -118.460762 , 34.264538
10337-N , OWENSMOUTH AV , -118.601509 , 34.200809
7271-E , MELROSE AV , -118.319801 , 34.083458
11144-N , 90TH ST , -118.273827 , 33.954426
4071-E , 96TH ST , -118.39431 , 33.948772
5019-E , COUNTRY CLUB DR LUCERNE BL , -118.328163 , 34.05529
11183-S , 118TH ST , -118.269623 , 33.926662
4288-S , CENTURY PARK EAST , -118.413834 , 34.060574
15301-N , ROXFORD ST , -118.472855 , 34.309788
13053-E , 12TH ST , -118.265762 , 34.041615
15128-W , CHATSWORTH DR , -118.46096 , 34.264942
2224-S , 4TH ST , -118.2397 , 34.044109
13014-N , 8TH ST , -118.256996 , 34.04493
1344-N , CRENSHAW BL , -118.335045 , 34.021023
13147-E , CENTRAL AV JEFFERSON BL , -118.256828 , 34.010948
14311-N , COLORADO BL , -118.201447 , 34.139122
6047-W , PETIT AV , -118.495789 , 34.158092
9237-S , SHERMAN WY , -118.614708 , 34.20116
14033-W , AVENUE 19 , -118.221031 , 34.0723
7222-N , CARUSO PL , -118.356247 , 34.072609
